,date,googletrends_buy_sell
157,2017-10-05,0.8918128654970761
158,2017-10-06,0.8550420168067226
159,2017-10-07,0.8875
160,2017-10-08,0.8944444444444444
161,2017-10-09,0.8802325581395349
162,2017-10-10,0.8284313725490196
163,2017-10-11,0.9110671936758893
164,2017-10-12,0.8739316239316239
165,2017-10-13,0.8697826086956522
166,2017-10-14,0.8827349121466768
167,2017-10-15,0.8842144452717795
168,2017-10-16,0.875
169,2017-10-17,0.8786458333333333
170,2017-10-18,0.8535714285714285
171,2017-10-19,0.8721198156682027
172,2017-10-20,0.8874824191279886
173,2017-10-21,0.8931818181818182
174,2017-10-22,0.8768768768768769
175,2017-10-23,0.8506300963676797
176,2017-10-24,0.8693181818181819
177,2017-10-25,0.8786764705882353
178,2017-10-26,0.8617424242424243
179,2017-10-27,0.8708791208791209
180,2017-10-28,0.8983333333333333
181,2017-10-29,0.860774818401937
182,2017-10-30,0.8727272727272728
183,2017-10-31,0.8895663956639566
184,2017-11-01,0.8881026596443458
185,2017-11-02,0.8776397515527949
186,2017-11-03,0.9055059523809523
187,2017-11-04,0.875
188,2017-11-05,0.8867521367521367
189,2017-11-06,0.8651515151515152
190,2017-11-07,0.8857142857142857
191,2017-11-08,0.8500000000000001
192,2017-11-09,0.9115384615384616
193,2017-11-10,0.8671023965141612
194,2017-11-11,0.8810344827586207
195,2017-11-12,0.885945945945946
196,2017-11-13,0.8834841628959276
197,2017-11-14,0.8759398496240601
198,2017-11-15,0.8424242424242425
199,2017-11-16,0.8651515151515152
200,2017-11-17,0.8876050420168067
201,2017-11-18,0.8681159420289855
202,2017-11-19,0.8681159420289855
203,2017-11-20,0.8888888888888888
204,2017-11-21,0.8888888888888888
205,2017-11-22,0.8681159420289855
206,2017-11-23,0.8857142857142857
207,2017-11-24,0.9166666666666667
208,2017-11-25,0.8811764705882352
209,2017-11-26,0.8782051282051282
210,2017-11-27,0.8632478632478633
211,2017-11-28,0.8956639566395663
212,2017-11-29,0.8840363176646362
213,2017-11-30,0.8952850877192983
214,2017-12-01,0.8838095238095237
215,2017-12-02,0.9047379032258065
216,2017-12-03,0.8786764705882353
217,2017-12-04,0.8752895752895753
218,2017-12-05,0.8933143669985775
219,2017-12-06,0.8867924528301887
220,2017-12-07,0.8771929824561403
221,2017-12-08,0.8638407545514367
222,2017-12-09,0.8672771672771673
223,2017-12-10,0.8687755102040816
224,2017-12-11,0.8699101004759386
225,2017-12-12,0.8836336336336337
226,2017-12-13,0.8870673952641166
227,2017-12-14,0.8888888888888888
228,2017-12-15,0.8777777777777778
229,2017-12-16,0.8736702127659575
230,2017-12-17,0.8773466833541927
231,2017-12-18,0.8722826086956521
232,2017-12-19,0.87
233,2017-12-20,0.8787878787878788
234,2017-12-21,0.8603145235892692
235,2017-12-22,0.8499583217560434
236,2017-12-23,0.867595818815331
237,2017-12-24,0.872983870967742
238,2017-12-25,0.8867521367521367
239,2017-12-26,0.8908730158730158
240,2017-12-27,0.8708791208791209
241,2017-12-28,0.8823076923076922
242,2017-12-29,0.896551724137931
243,2017-12-30,0.9016129032258065
244,2017-12-31,0.8695652173913043
245,2018-01-01,0.887471203260677
246,2018-01-02,0.8805099394987035
247,2018-01-03,0.8749120337790288
248,2018-01-04,0.8980414746543779
249,2018-01-05,0.8864285714285715
250,2018-01-06,0.8685344827586207
251,2018-01-07,0.8879179331306991
252,2018-01-08,0.885933806146572
253,2018-01-09,0.8651623555310952
254,2018-01-10,0.8677094379639448
255,2018-01-11,0.8440506329113924
256,2018-01-12,0.8633540372670807
257,2018-01-13,0.8670329670329671
258,2018-01-14,0.8861111111111111
259,2018-01-15,0.8775401069518716
260,2018-01-16,0.8603896103896104
261,2018-01-17,0.8498389694041868
262,2018-01-18,0.8571428571428571
263,2018-01-19,0.8775401069518716
264,2018-01-20,0.8402122641509434
265,2018-01-21,0.8585714285714285
266,2018-01-22,0.8588039867109634
267,2018-01-23,0.9083469721767594
268,2018-01-24,0.849906191369606
269,2018-01-25,0.8916666666666666
270,2018-01-26,0.8500000000000001
271,2018-01-27,0.8635531135531136
272,2018-01-28,0.835576923076923
273,2018-01-29,0.828009828009828
274,2018-01-30,0.8396464646464648
275,2018-01-31,0.8911764705882352
276,2018-02-01,0.831256819061697
277,2018-02-02,0.8472485768500948
278,2018-02-03,0.8824333561175666
279,2018-02-04,0.8701201201201201
280,2018-02-05,0.8323345817727841
281,2018-02-06,0.8368347338935574
282,2018-02-07,0.868734335839599
283,2018-02-08,0.8633540372670807
284,2018-02-09,0.8781068217874141
285,2018-02-10,0.8583959899749374
286,2018-02-11,0.8695804195804195
287,2018-02-12,0.8860391327340031
288,2018-02-13,0.873015873015873
289,2018-02-14,0.865925925925926
290,2018-02-15,0.8303571428571428
291,2018-02-16,0.8714622641509434
292,2018-02-17,0.8366666666666667
293,2018-02-18,0.8270833333333334
294,2018-02-19,0.8287373004354137
295,2018-02-20,0.8212005108556832
296,2018-02-21,0.8690476190476191
297,2018-02-22,0.8321759259259259
298,2018-02-23,0.8791866028708134
299,2018-02-24,0.8304054054054054
300,2018-02-25,0.8905502392344498
301,2018-02-26,0.8554006968641115
302,2018-02-27,0.8586474501108647
303,2018-02-28,0.8516483516483516
304,2018-03-01,0.8571428571428572
305,2018-03-02,0.8439017808958446
306,2018-03-03,0.8581081081081081
307,2018-03-04,0.84496996996997
308,2018-03-05,0.8546626984126984
309,2018-03-06,0.8411949685534592
310,2018-03-07,0.8694444444444445
311,2018-03-08,0.8448621553884712
312,2018-03-09,0.8717166979362101
313,2018-03-10,0.8643548387096774
314,2018-03-11,0.8414454277286136
315,2018-03-12,0.8534388046583168
316,2018-03-13,0.8366666666666667
317,2018-03-14,0.8047619047619048
318,2018-03-15,0.846795205836373
319,2018-03-16,0.8695035460992908
320,2018-03-17,0.8355429292929293
321,2018-03-18,0.8507130124777184
322,2018-03-19,0.8916269210386858
323,2018-03-20,0.8554421768707483
324,2018-03-21,0.8047619047619048
325,2018-03-22,0.8450583390528483
326,2018-03-23,0.8716540837336995
327,2018-03-24,0.85912343470483
328,2018-03-25,0.8452380952380952
329,2018-03-26,0.8452380952380952
330,2018-03-27,0.8624501631025734
331,2018-03-28,0.8203528399311532
332,2018-03-29,0.8026556776556777
333,2018-03-30,0.8337962962962963
334,2018-03-31,0.8354166666666667
335,2018-04-01,0.8022988505747126
336,2018-04-02,0.8686868686868687
337,2018-04-03,0.8494623655913979
338,2018-04-04,0.8266666666666667
339,2018-04-05,0.8651685393258427
340,2018-04-06,0.8255813953488372
341,2018-04-07,0.8588235294117647
342,2018-04-08,0.8705882352941177
343,2018-04-09,0.8961038961038961
344,2018-04-10,0.9054054054054054
345,2018-04-11,0.859375
346,2018-04-12,0.8055555555555556
347,2018-04-13,0.8636363636363636
348,2018-04-14,0.8194444444444444
349,2018-04-15,0.8292682926829268
350,2018-04-16,0.8507462686567164
351,2018-04-17,0.8767123287671232
352,2018-04-18,0.8714285714285714
353,2018-04-19,0.8181818181818182
354,2018-04-20,0.8271604938271605
355,2018-04-21,0.8461538461538461
356,2018-04-22,0.883495145631068
357,2018-04-23,0.8588235294117647
358,2018-04-24,0.8333333333333334
359,2018-04-25,0.8620689655172413
360,2018-04-26,0.9066666666666666
361,2018-04-27,0.8472222222222222
362,2018-04-28,0.8378378378378378
363,2018-04-29,0.8227848101265823
364,2018-04-30,0.8205128205128205
365,2018-05-01,0.9032258064516129
