iter	Logloss
624	0.07297160651
625	0.07279304213
626	0.0727177707
627	0.07256815409
628	0.07226671156
629	0.07221832351
630	0.07169477051
631	0.07161141111
632	0.07137566924
633	0.07126149285
634	0.0706823599
635	0.07043902006
636	0.07016089432
637	0.07015029846
638	0.0700387882
639	0.06996379248
640	0.06986569206
641	0.06969693723
642	0.06959878615
643	0.06938032184
644	0.06931375884
645	0.06896023481
646	0.06891503873
647	0.06857309479
648	0.06849830623
649	0.06825519766
650	0.06808811839
651	0.06807807487
652	0.06788347009
653	0.06773601918
654	0.06765740795
655	0.06755057327
656	0.06752720369
657	0.06726108152
658	0.06715028024
659	0.06680810761
660	0.0667763721
661	0.06665435029
662	0.06594258596
663	0.06593280271
664	0.06578054554
665	0.0656673491
666	0.06562897958
667	0.06555501112
668	0.06536159624
669	0.06525578405
670	0.06492323853
671	0.06480987375
672	0.06448534383
673	0.06426118842
674	0.06410325021
675	0.06381671839
676	0.06373329761
677	0.06349287975
678	0.06333339222
679	0.06325031302
680	0.06323666399
681	0.06300557592
682	0.06296403533
683	0.06274356451
684	0.06270424049
685	0.06251784952
686	0.06242925698
687	0.06225566762
688	0.06215763415
689	0.06211070687
690	0.06202038805
691	0.06186808164
692	0.0618328318
693	0.06172389099
694	0.06164932808
695	0.06163907954
696	0.06153956893
697	0.06128051221
698	0.06126125457
699	0.06118517686
700	0.06117206813
701	0.06114031405
702	0.06104251501
703	0.06099457433
704	0.0609844736
705	0.06088034124
706	0.06073735233
707	0.06071799096
708	0.06068729917
709	0.06047527962
710	0.0604623581
711	0.06044511786
712	0.06039540741
713	0.06038165915
714	0.06037649536
715	0.06036393645
716	0.06005132484
717	0.05976397116
718	0.05942021246
719	0.05930172508
720	0.05928113753
721	0.05921070518
722	0.05918285191
723	0.05916685986
724	0.05914497895
725	0.05902355994
726	0.05897946961
727	0.05896931007
728	0.058944909
729	0.05887292447
730	0.05875172928
731	0.05868589092
732	0.05868163888
733	0.05852066641
734	0.05845786908
735	0.0584145326
736	0.05804472015
737	0.05785138084
738	0.05774473081
739	0.05765401134
740	0.05759883009
741	0.05743682918
742	0.05733971539
743	0.05730494736
744	0.05727620273
745	0.05705329169
746	0.05694693398
747	0.05673322077
748	0.05644618288
749	0.05633352605
750	0.05632382732
751	0.056155333
752	0.056143001
753	0.05598903198
754	0.05596900295
755	0.05579299326
756	0.05576957382
757	0.05575520428
758	0.05573991185
759	0.05556367074
760	0.05550340593
761	0.05546229749
762	0.05536869653
763	0.05516447062
764	0.05514233259
765	0.05510329631
766	0.05509013705
767	0.0550784977
768	0.05500019781
769	0.05497553296
770	0.05478690014
771	0.05477356372
772	0.05473665165
773	0.05435391459
774	0.05426624046
775	0.05420009416
776	0.05418759309
777	0.05417533437
778	0.05416485797
779	0.05413356367
780	0.05411028104
781	0.05389196009
782	0.05380991889
783	0.05363000162
784	0.05346668824
785	0.05338085375
786	0.05317168049
787	0.05309733609
788	0.0530913906
789	0.05293060583
790	0.05280938243
791	0.05269218202
792	0.05252229744
793	0.05251334791
794	0.05236428889
795	0.05225008806
796	0.05207653973
797	0.05179003288
798	0.05177763762
799	0.05166080244
800	0.05162392946
801	0.05158524218
802	0.05154382414
803	0.05146607447
804	0.05144424321
805	0.05139513772
806	0.05135256891
807	0.05111114618
808	0.05108730106
809	0.0510830011
810	0.05087562879
811	0.05044445437
812	0.05043226711
813	0.05033898466
814	0.05028290093
815	0.05027962524
816	0.05014500629
817	0.05010856099
818	0.05001824524
819	0.04993732917
820	0.04981511256
821	0.0497922295
822	0.04965697134
823	0.04943493162
824	0.0493984228
825	0.04933367374
826	0.04929512896
827	0.04928977575
828	0.04928660882
829	0.0492825927
830	0.04919222868
831	0.04917102115
832	0.04915679955
833	0.04903623187
834	0.04895761633
835	0.04888573936
836	0.0487742535
837	0.04876943997
838	0.04867333713
839	0.04862875869
840	0.04861034184
841	0.04834211104
842	0.04813331845
843	0.04809186517
844	0.04805449587
845	0.04803231709
846	0.04772943164
847	0.04754004398
848	0.04751544658
849	0.04750340316
850	0.04740874479
851	0.04740116638
852	0.04721404468
853	0.04715838201
854	0.04706046569
855	0.04694502494
856	0.04693290819
857	0.04692594635
858	0.04691117116
859	0.046901108
860	0.04682981084
861	0.04681807912
862	0.04677097354
863	0.04670326117
864	0.04669894954
865	0.04659136331
866	0.04658933199
867	0.04658292746
868	0.04655285984
869	0.04654695191
870	0.04645578307
871	0.04639986563
872	0.04638958001
873	0.04633279513
874	0.04630678846
875	0.04615789204
876	0.04603653476
877	0.04603238781
878	0.04599718843
879	0.04589602079
880	0.04584970737
881	0.04579871107
882	0.0457914888
883	0.04578729589
884	0.04578188107
885	0.04577714248
886	0.04576436404
887	0.0457203863
888	0.04570029812
889	0.04558924259
890	0.04532280654
891	0.04531014602
892	0.04529052268
893	0.04526108373
894	0.04524872193
895	0.0449762193
896	0.04494528325
897	0.0448403311
898	0.04482470192
899	0.04477057036
900	0.04475861412
901	0.04472741156
902	0.04466127695
903	0.04464958186
904	0.04452971113
905	0.04451651954
906	0.04448455225
907	0.04447939642
908	0.04447551681
909	0.04446782265
910	0.04418962833
911	0.0441851242
912	0.04413029111
913	0.04405860496
914	0.04404208494
915	0.04396538681
916	0.04396372895
917	0.04393714409
918	0.04389028725
919	0.04388335761
920	0.04387889721
921	0.04386246397
922	0.04385262372
923	0.04381286115
924	0.04368280908
925	0.04360202185
926	0.04358831971
927	0.0435609743
928	0.04355508263
929	0.04350231815
930	0.04349940583
931	0.04343414986
932	0.04342656695
933	0.04339740312
934	0.0433855917
935	0.04338281257
936	0.04336124882
937	0.04326920363
938	0.04314629682
939	0.04311446936
940	0.04304245318
941	0.04296163844
942	0.04265878668
943	0.04261045613
944	0.04242923174
945	0.04239638124
946	0.04238180018
947	0.04236402916
948	0.04229720787
949	0.04226349411
950	0.04225351622
951	0.04223078787
952	0.04217269579
953	0.04214582997
954	0.04213860179
955	0.0421258089
956	0.04212467394
957	0.04211362705
958	0.04209078731
959	0.04203835489
960	0.04201991506
961	0.04201231025
962	0.04200301212
963	0.041986758
964	0.0419717862
965	0.04196327183
966	0.04195445029
967	0.04189600306
968	0.04186014104
969	0.04181193327
970	0.04180457796
971	0.04179872605
972	0.04179749977
973	0.04178176207
974	0.04171325284
975	0.04169818406
976	0.04168789538
977	0.04140127915
978	0.04139756042
979	0.04126041096
980	0.0412065164
981	0.04102242396
982	0.04094726039
983	0.04094036539
984	0.04080010533
985	0.04079231105
986	0.04076286362
987	0.0407544502
988	0.04061857982
989	0.04050917111
990	0.04045889659
991	0.04034025889
992	0.04030574023
993	0.0402734617
994	0.04022259304
995	0.04017581914
996	0.04016444156
997	0.04003232839
998	0.04002876062
999	0.03997514842
